title,id
Escobar: Paradise Lost,255343
Southland Tales,4723
Dragon Hunters,10800
Damnation Alley,25763
The Apparition,79694
My Girl,4032
Fur: An Imaginary Portrait of Diane Arbus,18615
Wall Street,10673
Sense and Sensibility,4584
Becoming Jane,2977
Sydney White,10760
House of Sand and Fog,11093
Dead Poets Society,207
Dumb and Dumber,8467
When Harry Met Sally...,639
The Verdict,24226
Road Trip,9285
Varsity Blues,14709
The Artist,74643
The Unborn,13788
Moonrise Kingdom,83666
The Texas Chainsaw Massacre: The Beginning,10781
The Young Messiah,318850
The Master of Disguise,13908
Pan's Labyrinth,1417
See Spot Run,39180
Baby Boy,16161
The Roommate,49950
Joe Dirt,10956
Double Impact,9594
Hot Fuzz,4638
The Women,13972
Vicky Cristina Barcelona,5038
Arn: The Knight Templar,13491
Boys and Girls,10571
White Oleander,10994
Jennifer's Body,19994
Drowning Mona,25166
Radio Days,30890
Remember Me,23169
How to Deal,17403
My Stepmother is an Alien,12120
Philadelphia,9800
The Thirteenth Floor,1090
The Cookout,18475
Meteor,40160
Duets,18074
Hollywood Ending,9689
Detroit Rock City,9781
Highlander,8009
Things We Lost in the Fire,3877
Steel,8854
The Immigrant,152599
The White Countess,18840
Trance,68727
Soul Plane,12657
Welcome to the Sticks,8265
Good,12410
Enter the Void,34647
Vamps,73935
Hachi: A Dog's Tale,28178
Zulu,185567
The Homesman,264656
Juwanna Mann,35696
Ararat,16351
Madison,38717
Slow Burn,18777
Wasabi,2110
Slither,9035
Beverly Hills Cop,90
Home Alone,771
Three Men and a Baby,12154
Tootsie,9576
Top Gun,744
"Crouching Tiger, Hidden Dragon",146
American Beauty,14
The King's Speech,45269
Twins,9493
The Yellow Handkerchief,22556
The Color Purple,873
Tidal Wave,33196
The Imitation Game,205596
Private Benjamin,10765
Coal Miner's Daughter,16769
Diary of a Wimpy Kid,33217
Mama,132232
National Lampoon's Vacation,11153
Bad Grandpa,208134
The Queen,1165
Beetlejuice,4011
Why Did I Get Married?,17202
Little Women,9587
The Woman in Black,65086
When a Stranger Calls,10053
Big Fat Liar,11870
The Deer Hunter,11778
Wag the Dog,586
The Lizzie McGuire Movie,18736
Snitch,134411
Krampus,287903
The Faculty,9276
What's Love Got to Do with It,15765
Cop Land,2142
Not Another Teen Movie,11397
End of Watch,77016
The Skulls,11478
The Theory of Everything,266856
Malibu's Most Wanted,13411
Where the Heart Is,10564
Lawrence of Arabia,947
Halloween II,24150
Wild,228970
The Last House on the Left,18405
The Wedding Date,6961
Halloween: Resurrection,11442
The Princess Bride,2493
The Great Debaters,14047
Drive,64690
Confessions of a Teenage Drama Queen,11132
The Object of My Affection,17127
28 Weeks Later,1562
When the Game Stands Tall,232679
Because of Winn-Dixie,17880
Love & Basketball,14736
Grosse Pointe Blank,9434
All About Steve,23706
Book of Shadows: Blair Witch 2,11531
The Craft,9100
Match Point,116
Ramona and Beezus,38843
The Remains of the Day,1245
Boogie Nights,4995
Nowhere to Run,10413
Flicka,14012
The Hills Have Eyes 2,9793
Urban Legends: Final Cut,12212
Tuck Everlasting,13768
The Marine,8975
Keanu,342521
Country Strong,45272
Disturbing Behavior,9424
The Place Beyond the Pines,97367
The November Man,254904
Eye of the Beholder,18681
The Hurt Locker,12162
Firestarter,11495
Killing Them Softly,64689
A Most Wanted Man,157849
Freddy Got Fingered,13166
VeggieTales: The Pirates Who Don't Do Anything,15511
U2 3D,37003
Highlander: Endgame,12211
Idlewild,13816
One Day,51828
Whip It,22798
Knockaround Guys,7501
Confidence,10743
The Muse,37718
De-Lovely,15237
New York Stories,9686
Barney's Great Adventure,17644
The Man with the Iron Fists,97430
Home Fries,12257
Here On Earth,13539
Brazil,68
Raise Your Voice,14024
The Big Lebowski,115
Black Snake Moan,7874
Dark Blue,4911
A Mighty Heart,1988
Whatever It Takes,16222
Boat Trip,9557
The Importance of Being Earnest,9026
The Love Letter,57943
Hoot,18276
In Bruges,8321
Peeples,72359
The Rocker,10186
Post Grad,25704
Promised Land,133694
Whatever Works,19265
The In Crowd,36047
The Three Burials of Melquiades Estrada,8053
Jakob the Liar,2290
Kiss Kiss Bang Bang,5236
Idle Hands,6552
Mulholland Drive,1018
Blood and Chocolate,10075
You Will Meet a Tall Dark Stranger,38031
Never Let Me Go,42188
The Company,112430
Transsiberian,6687
The Clan of the Cave Bear,13853
Crazy in Alabama,31306
Funny Games,8461
Listening,331592
Felicia's Journey,47692
Metropolis,19
District B13,10045
Things to Do in Denver When You're Dead,400
The Assassin,253450
Buffalo Soldiers,9104
The Return,11190
Ong Bak 2,16353
Centurion,23759
Silent Trigger,24206
The Midnight Meat Train,10185
Winnie Mandela,75033
The Son of No One,74536
All The Queen's Men,31668
The Good Night,13501
Bathory: Countess of Blood,15208
Khumba,172391
Automata,262543
Dungeons & Dragons: Wrath of the Dragon God,9288
Chiamatemi Francesco - Il Papa della gente,370980
Shinjuku Incident,20083
Pandaemonium,40880
Groundhog Day,137
Magic Mike XXL,264999
Romeo + Juliet,454
Sarah's Key,53457
Freedom,288980
Unforgiven,33
Manderlay,1951
Slumdog Millionaire,12405
Fatal Attraction,10998
Pretty Woman,114
Crocodile Dundee II,9396
Broken Horses,319910
Born on the Fourth of July,2604
Cool Runnings,864
My Bloody Valentine,14435
Stomp the Yard,1931
The Spy Who Loved Me,691
Urban Legend,9877
Good Deeds,62008
White Fang,12227
Superstar,13824
The Iron Lady,71688
Jonah: A VeggieTales Movie,15173
Poetic Justice,8291
All About the Benjamins,13950
Vampire in Brooklyn,12158
Exorcist II: The Heretic,11586
An American Haunting,10008
My Boss's Daughter,2830
A Perfect Getaway,12403
Our Family Wedding,34563
Dead Man on Campus,14557
Tea with Mussolini,10368
Thinner,10280
"New York, New York",12637
Crooklyn,34152
I Think I Love My Wife,14434
Jason X,11470
Bobby,10741
Head Over Heels,24940
Fun Size,82679
The Diving Bell and the Butterfly,2013
Little Children,1440
Gossip,18041
A Walk on the Moon,28029
Catch a Fire,1123
Soul Survivors,14033
Jefferson in Paris,87729
Easy Virtue,16899
Caravans,41317
Mr. Turner,245700
Wild Grass,37842
Amen.,9045
Reign of Assassins,44092
The Lucky Ones,16005
Margaret,44754
Stan Helsing,23988
Flipped,43949
Brokeback Mountain,142
Clueless,9603
Far from Heaven,10712
Hot Tub Time Machine 2,243938
Quills,10876
Seven Psychopaths,86838
The Caveman's Valentine,25208
Downfall,613
The Sea Inside,1913
Under the Skin,97370
"Good Morning, Vietnam",801
The Last Godfather,70829
Justin Bieber: Never Say Never,54518
Black Swan,44214
The Godfather: Part II,240
Save the Last Dance,9816
A Nightmare on Elm Street 4: The Dream Master,10131
Miracles from Heaven,339984
"Dude, Where’s My Car?",8859
Young Guns,11967
St. Vincent,239563
About Last Night,222899
10 Things I Hate About You,4951
The New Guy,10985
National Lampoon's Loaded Weapon 1,9644
The Shallows,332567
The Butterfly Effect,1954
Snow Day,15489
This Christmas,15250
Baby Geniuses,22345
The Big Hit,9448
Harriet the Spy,38223
Child's Play 2,11186
No Good Deed,136835
The Mist,5876
Ex Machina,264660
Being John Malkovich,492
Two Can Play That Game,25462
Earth to Echo,238603
Crazy/Beautiful,10691
Letters from Iwo Jima,1251
The Astronaut Farmer,5172
Woo,58680
Room,264644
Dirty Work,14577
Serial Mom,11592
Dick,16406
Light It Up,19052
54,3682
Bubble Boy,9683
Birthday Girl,2084
21 & Over,107811
"Paris, je t'aime",2266
Resurrecting the Champ,13074
Admission,144340
The Widow of Saint-Pierre,48217
Chloe,28211
Faithful,47502
Find Me Guilty,9950
The Perks of Being a Wallflower,84892
Excessive Force,24227
Infamous,9672
The Claim,44853
The Vatican Tapes,157544
Attack the Block,59678
In the Land of Blood and Honey,79777
The Call,158011
Operation Chromite,407887
The Crocodile Hunter: Collision Course,17043
I Love You Phillip Morris,8952
Quest for Fire,62204
Antwone Fisher,13435
The Emperor's Club,17187
True Romance,319
Womb,59457
Glengarry Glen Ross,9504
The Killer Inside Me,37414
Cat People,6217
Sorority Row,26688
The Prisoner of Zenda,43867
Lars and the Real Girl,6615
The Boy in the Striped Pyjamas,14574
Dancer in the Dark,16
Oscar and Lucinda,39780
The Funeral,21612
Solitary Man,36691
Machete,23631
Casino Jack,45324
The Land Before Time,12144
Tae Guk Gi: The Brotherhood of War,11658
The Perfect Game,56601
The Exorcist,9552
Jaws,578
American Pie,2105
Ernest & Celestine,126319
The Golden Child,10136
Think Like a Man,67660
Barbershop,10611
Star Trek II: The Wrath of Khan,154
Ace Ventura: Pet Detective,3049
WarGames,860
Witness,9281
Act of Valor,75674
Step Up,9762
Beavis and Butt-Head Do America,3179
Jackie Brown,184
Harold & Kumar Escape from Guantanamo Bay,13335
Chronicle,76726
Yentl,10269
Time Bandits,36819
Crossroads,17130
Project X,57214
Patton,11202
One Hour Photo,9357
Quarantine,13812
The Eye,9030
Johnson Family Vacation,19084
How High,8386
The Muppet Christmas Carol,10437
Frida,1360
Katy Perry: Part of Me,101267
The Fault in Our Stars,222935
Rounders,10220
Top Five,284296
Prophecy,31915
Stir of Echoes,11601
Philomena,205220
The Upside of Anger,11354
The Boys from Brazil,16241
Aquamarine,14191
Paper Towns,286565
My Baby's Daddy,26710
Nebraska,129670
Tales from the Crypt: Demon Knight,9059
Max Keeble's Big Move,34549
Young Adult,57157
Crank,1948
Def Jam's How to Be a Player,28353
Living Out Loud,46889
Just Wright,38093
Rachel Getting Married,14976
The Postman Always Rings Twice,11027
Girl with a Pearl Earring,3635
Das Boot,387
Sorority Boys,6020
About Time,122906
House of Flying Daggers,9550
Arbitrage,60599
Project Almanac,227719
Cadillac Records,14299
Screwed,19419
Fortress,12088
For Your Consideration,14799
Celebrity,9466
Running with Scissors,7510
From Justin to Kelly,31246
Girl 6,61752
In the Cut,10944
Two Lovers,10362
Last Orders,14778
The Host,1255
The Pursuit of D.B. Cooper,45226
Ravenous,10212
Charlie Bartlett,8669
The Great Beauty,179144
The Dangerous Lives of Altar Boys,16857
Stoker,86825
2046,844
Married Life,8060
Duma,15907
Ondine,38448
Brother,327
Welcome to Collinwood,9260
Critical Care,61337
The Life Before Her Eyes,13079
Darling Companion,89325
Trade,4170
Fateless,41508
Breakfast of Champions,12479
"A Woman, a Gun and a Noodle Shop",44555
Cypher,10133
City of Life and Death,21345
Legend of a Rabbit,173931
Space Battleship Yamato,61984
5 Days of War,50601
Triangle,26466
10 Days in a Madhouse,345003
Heaven is for Real,236751
Snatch,107
Dancin' It's On,357837
Pet Sematary,8913
Madadayo,13889
The Cry of the Owl,18530
A Tale of Three Cities,358451
Gremlins,927
Star Wars,11
Dirty Grandpa,291870
Doctor Zhivago,907
Trash,206563
High School Musical 3: Senior Year,11887
The Fighter,45317
Jackass Number Two,12094
My Cousin Vinny,10377
If I Stay,249164
Drive Hard,256092
Major League,9942
St. Trinian's,10748
Phone Booth,1817
A Walk to Remember,10229
Dead Man Walking,687
Cruel Intentions,796
Saw VI,22804
History of the World: Part I,10156
The Secret Life of Bees,12837
Corky Romano,17708
Raising Cain,13937
F.I.S.T.,28932
Invaders from Mars,31909
Brooklyn,167073
Barry Lyndon,3175
Out Cold,14369
The Ladies Man,16888
Quartet,121826
Tomcats,10646
Frailty,12149
Woman in Gold,304357
Kinsey,11184
Army of Darkness,766
Slackers,20009
What's Eating Gilbert Grape,1587
The Visual Bible: The Gospel of John,30973
Vera Drake,11109
The Guru,9027
The Perez Family,63020
Inside Llewyn Davis,86829
O,11065
Return to the Blue Lagoon,13888
The Molly Maguires,42345
Romance & Cigarettes,13994
Copying Beethoven,1590
Brighton Rock,62728
Saw V,11917
Machine Gun McCain,45138
LOL,80271
Jindabyne,4657
Kabhi Alvida Naa Kehna,14395
An Ideal Husband,24137
The Last Days on Mars,190847
Darkness,11056
2001: A Space Odyssey,62
E.T. the Extra-Terrestrial,601
In the Land of Women,13067
The Blue Butterfly,25379
There Goes My Baby,88641
Housefull,58051
September Dawn,14877
For Greater Glory - The True Story of Cristiada,96399
The Bélier Family,304410
Good Will Hunting,489
Misconduct,373314
Saw III,214
Stripes,10890
Bring It On,1588
The Purge: Election Year,316727
She's All That,10314
Saw IV,663
White Noise,11804
Madea's Family Reunion,16781
The Color of Money,11873
The Longest Day,9289
The Mighty Ducks,10414
The Grudge,1970
Happy Gilmore,9614
Jeepers Creepers,8922
Bill & Ted's Excellent Adventure,1648
Oliver!,17917
The Best Exotic Marigold Hotel,74534
Recess: School's Out,19405
Mad Max Beyond Thunderdome,9355
Commando,10999
The Boy,321258
Devil,44040
Friday After Next,10426
Insidious: Chapter 3,280092
The Last Dragon,13938
The Lawnmower Man,10163
Nick and Norah's Infinite Playlist,12182
Dogma,1832
The Banger Sisters,9034
Twilight Zone: The Movie,15301
Road House,10135
A Low Down Dirty Shame,26352
Swimfan,20616
Employee of the Month,9794
Can't Hardly Wait,15037
The Outsiders,227
Pete's Dragon,294272
The Dead Zone,11336
Sinister 2,283445
Sparkle,88036
Valentine,10984
The Fourth Kind,22824
A Prairie Home Companion,9526
Sugar Hill,39349
Invasion U.S.A.,15983
Roll Bounce,14544
Rushmore,11545
Skyline,42684
The Second Best Exotic Marigold Hotel,268238
Kit Kittredge: An American Girl,8359
The Perfect Man,15648
Mo' Better Blues,41823
Kung Pow: Enter the Fist,11891
Tremors,9362
Wrong Turn,9902
The Long Riders,14729
The Corruptor,9455
Mud,103731
Reno 911!: Miami,10090
One Direction: This Is Us,164558
"The Goods: Live Hard, Sell Hard",19905
Hey Arnold! The Movie,17710
My Week with Marilyn,75900
The Matador,9515
Love Jones,27322
The Gift,328425
End of the Spear,14120
Get Over It,10050
Office Space,1542
Drop Dead Gorgeous,10490
Big Eyes,87093
Very Bad Things,10029
Sleepover,9893
Body Double,11507
MacGruber,37931
Dirty Pretty Things,3472
Movie 43,87818
Over Her Dead Body,13160
Seeking a Friend for the End of the World,88005
Cedar Rapids,52067
American History X,73
The Collection,134597
Teacher's Pet,24034
The Red Violin,14283
The Straight Story,404
Deuces Wild,13201
Bad Words,209403
"Run, Fatboy, Run",7942
Heartbeeps,73247
Black or White,253331
On the Line,34043
Rescue Dawn,9952
Danny Collins,256924
"Jeff, Who Lives at Home",82532
I Am Love,41110
Atlas Shrugged Part II,134371
Romeo Is Bleeding,2088
The Limey,10388
Crash,1640
The House of Mirth,25520
Malone,27342
Peaceful Warrior,13689
Bucky Larson: Born to Be a Star,67911
Bamboozled,24664
The Forest,329440
Sphinx,47890
While We're Young,252512
A Better Life,55720
Spider,9613
Gun Shy,29076
Nicholas Nickleby,29339
The Iceman,68812
Krrish,32740
Cecil B. Demented,14195
Killer Joe,73567
The Joneses,41479
Owning Mahowny,15394
The Brothers Solomon,10071
My Blueberry Nights,1989
Illuminata,91076
Swept Away,12779
"War, Inc.",13191
Shaolin Soccer,11770
The Brown Bunny,12703
The Swindle,64559
Rosewater,222649
The Chambermaid on the Titanic,115872
Coriolanus,101173
Imaginary Heroes,25350
High Heels and Low Lifes,10034
World's Greatest Dad,20178
Severance,5072
Edmond,18191
Welcome to the Rileys,31007
Police Academy: Mission to Moscow,11546
Blood Done Sign My Name,41894
Cinco de Mayo: La Batalla,184374
Elsa & Fred,268171
"An Alan Smithee Film: Burn, Hollywood, Burn",78149
The Open Road,24663
The Good Guy,39037
Motherhood,22805
Free Style,39055
Strangerland,245846
Janky Promoters,25186
Blonde Ambition,15017
The Oxford Murders,12245
The Reef,49787
Eulogy,16358
White Noise 2: The Light,7006
Beat the World,66767
Fifty Dead Men Walking,17622
Jungle Shuffle,283671
Adam Resurrected,18516
Of Horses and Men,217708
It's a Wonderful Afterlife,42057
The Devil's Tomb,17577
Partition,14608
Good Intentions,34417
"The Good, The Bad, The Weird",15067
Nurse 3-D,78383
Gunless,43090
Adventureland,16614
The Lost City,9700
Next Friday,10471
American Heist,250066
You Only Live Twice,667
Plastic,208869
Amour,86837
Poltergeist III,10306
Re-Kill,106845
"It's a Mad, Mad, Mad, Mad World",11576
Volver,219
Heavy Metal,11827
Gentlemen Broncos,22820
Richard III,31174
Into the Grizzly Maze,244316
Kites,37737
Melancholia,62215
Red Dog,66125
Jab Tak Hai Jaan,132316
Alien,348
The Texas Chain Saw Massacre,30497
The Runaways,27586
Fiddler on the Roof,14811
Thunderball,660
Detention,68684
Loose Cannons,40794
Set It Off,9400
The Best Man,16162
Child's Play,10585
Sicko,2359
The Purge: Anarchy,238636
Down to You,10472
Harold & Kumar Go to White Castle,11282
The Contender,6521
Boiler Room,14181
Trading Places,1621
Black Christmas,9656
Breakin' All the Rules,16428
Henry V,10705
The Savages,8272
Chasing Papi,24621
The Way of the Gun,1619
Igby Goes Down,9685
PCU,14425
The Ultimate Gift,14624
The Ice Pirates,10179
Gracie,15568
Trust the Man,14057
Hamlet 2,12621
Velvet Goldmine,1808
The Wailing,293670
Glee: The Concert Movie,67675
The Legend of Suriyothai,27329
Two Evil Eyes,29514
Barbecue,250349
All or Nothing,12454
Princess Kaiulani,39806
Opal Dream,15699
Flame & Citron,8883
Undiscovered,17926
Red Riding: In the Year of Our Lord 1974,291081
The Girl on the Train,41248
Veronika Decides to Die,25968
Crocodile Dundee,9671
"Ultramarines: A Warhammer 40,000 Movie",52010
The I Inside,11588
Beneath Hill 60,43418
Polisse,71157
Awake,13483
Star Wars: Clone Wars: Volume 1,333355
Skin Trade,327833
The Lost Boys,1547
Crazy Heart,25196
The Rose,16323
Baggage Claim,175528
Barbarella,8069
Shipwrecked,71805
Election,9451
The Namesake,16727
The DUFF,272693
Glitter,10696
The Haunting in Connecticut 2: Ghosts of Georgia,150202
Silmido,19644
Bright Star,29963
My Name Is Khan,26022
All Is Lost,152747
Limbo,62676
Namastey London,20360
The Wind That Shakes the Barley,1116
Yeh Jawaani Hai Deewani,185008
Quo Vadis,11620
Repo! The Genetic Opera,14353
Valley of the Wolves: Iraq,11818
Pulp Fiction,680
The Muppet Movie,11176
Nightcrawler,242582
Club Dread,11217
The Sound of Music,15121
Splash,2619
Little Miss Sunshine,773
Stand by Me,235
28 Days Later,170
You Got Served,14114
Escape from Alcatraz,10734
Brown Sugar,37964
A Thin Line Between Love and Hate,28121
50/50,40807
Shutter,10885
That Awkward Moment,225565
Modern Problems,16471
Kicks,385736
Much Ado About Nothing,11971
On Her Majesty's Secret Service,668
New Nightmare,11596
Drive Me Crazy,14429
Akeelah and the Bee,13751
Half Baked,9490
New in Town,14536
American Psycho,1359
The Good Girl,9962
Bon Cop Bad Cop,15049
The Boondock Saints II: All Saints Day,22821
The City of Your Final Destination,42819
Enough Said,209263
Easy A,37735
The Inkwell,59930
Shadow of the Vampire,10873
Prom,51588
The Pallbearer,23570
Held Up,19489
Woman on Top,14629
Howards End,8293
Anomalisa,291270
Another Year,44009
8 Women,1958
Showdown in Little Tokyo,13154
Clay Pigeons,26618
It's Kind of a Funny Story,43923
Made in Dagenham,46138
When Did You Last See Your Father?,45791
Prefontaine,26306
The Wicked Lady,110683
The Secret of Kells,26963
Begin Again,198277
Down in the Valley,7870
Brooklyn Rules,13072
Restless,153397
The Singing Detective,30141
The Land Girls,17044
Fido,10288
The Wendell Baker Story,12183
Wild Target,44147
Pathology,12192
Wuthering Heights,36597
10th & Wolf,13197
Dear Wendy,10913
Aloft,251321
Akira,149
The Death and Life of Bobby Z,10425
The Rocket: The Legend of Rocket Richard,49081
Swelter,256687
My Lucky Star,220488
Imagine Me & You,1544
Mr. Church,374461
Swimming Pool,302
Green Street Hooligans: Underground,182873
The Blood of Heroes,21512
Code of Honor,389425
Driving Miss Daisy,403
Soul Food,29461
Rumble in the Bronx,33542
Far from Men,283708
Thank You for Smoking,9388
Hostel: Part II,1691
An Education,24684
Shopgirl,2610
The Hotel New Hampshire,11308
Narc,11022
Men with Brooms,34341
Witless Protection,15365
The Work and the Glory,36046
Extract,12569
Masked and Anonymous,24356
Betty Fisher and Other Stories,55903
Code 46,2577
Outside Bet,103903
Albert Nobbs,73873
Black November,312113
Ta Ra Rum Pum,14165
Persepolis,2011
The Hole,45650
The Wave,7735
The Neon Demon,301365
Harry Brown,25941
The Omega Code,29064
Juno,7326
Pound of Flesh,326284
Diamonds Are Forever,681
The Godfather,238
Flashdance,535
(500) Days of Summer,19913
The Piano,713
Magic Mike,77930
Darkness Falls,10727
Live and Let Die,253
My Dog Skip,17908
"Definitely, Maybe",8390
Jumping the Broom,57119
"Good Night, and Good Luck.",3291
Capote,398
Desperado,8068
Logan's Run,10803
The Man with the Golden Gun,682
Action Jackson,10117
The Descent,9392
Michael Jordan to the Max,24977
Devil's Due,79316
Flirting with Disaster,2074
The Devil's Rejects,1696
Dope,308639
In Too Deep,22314
House of 1000 Corpses,2662
Alien Zone,77156
A Serious Man,12573
Get Low,44718
Warlock,11342
Beyond the Lights,241771
A Single Man,34653
The Last Temptation of Christ,11051
Outside Providence,14578
Bride & Prejudice,57825
Rabbit-Proof Fence,9555
Who's Your Caddy?,15581
Split Second,13006
The Other Side of Heaven,16651
Veer-Zaara,4251
Redbelt,12400
Cyrus,39053
A Dog Of Flanders,104896
Auto Focus,14112
Factory Girl,12271
We Need to Talk About Kevin,71859
The Christmas Candle,226354
The Mighty Macs,48620
Losin' It,33676
Mother and Child,37080
March or Die,25388
The Visitors,11687
Somewhere,39210
I Hope They Serve Beer in Hell,30128
Chairman of the Board,31535
Hesher,44835
Dom Hemingway,192134
Gerry,1956
The Heart of Me,24985
Freeheld,306745
The Extra Man,47088
Hard to Be a God,110402
Ca$h,27004
Wah-Wah,15013
The Boondock Saints,8374
Z Storm,277519
Twixt,78381
The Snow Queen,164372
Alpha and Omega: The Legend of the Saw Tooth Cave,294512
Pale Rider,8879
Stargate: The Ark of Truth,13001
Dazed and Confused,9571
High School Musical 2,13649
Two Lovers and a Bear,325373
Criminal Activities,334527
Aimee & Jaguar,2211
The Chumscrubber,13919
Shade,14576
House at the End of the Street,82505
Incendies,46738
"Remember Me, My Love",38970
Perrier’s Bounty,41009
Elite Squad,7347
Annabelle,250546
Bran Nue Dae,38415
Boyz n the Hood,650
La Bamba,16620
The Four Seasons,25113
Dressed to Kill,11033
The Adventures of Huck Finn,34723
Go,9430
Friends with Money,8998
The Andromeda Strain,10514
Bats,10496
Nowhere in Africa,1591
Shame,76025
Layer Cake,4836
The Work and the Glory II: American Zion,14631
The East,87499
A Home at the End of the World,18923
Aberdeen,26665
The Messenger,28089
Tracker,62255
Control,5708
The Terminator,218
"Good bye, Lenin!",338
The Damned United,21641
The Return of the Living Dead,10925
Mallrats,2293
Grease,621
Platoon,792
Fahrenheit 9/11,1777
Butch Cassidy and the Sundance Kid,642
Mary Poppins,433
Ordinary People,16619
West Side Story,1725
Caddyshack,11977
The Brothers,20322
The Wood,16158
The Usual Suspects,629
A Nightmare on Elm Street 5: The Dream Child,10160
National Lampoon’s Van Wilder,11452
The Wrestler,12163
Duel in the Sun,32275
Best in Show,13785
Escape from New York,1103
School Daze,36739
Daddy Day Camp,14144
Mr. Nice Guy,10622
A Mighty Wind,13370
Mystic Pizza,11191
Sliding Doors,10215
Tales from the Hood,25066
The Last King of Scotland,1523
Halloween 5: The Revenge of Michael Myers,11361
Bernie,92591
Dolphins and Whales: Tribes of the Ocean,57612
Pollock,12509
200 Cigarettes,15256
The Words,83686
Casa De Mi Padre,80304
City Island,28053
The Guard,67913
College,13991
The Virgin Suicides,1443
Little Voice,8545
Miss March,19556
Wish I Was Here,231576
Simply Irresistible,16172
Hedwig and the Angry Inch,13403
Only the Strong,15797
Goddess of Love,347764
Shattered Glass,13537
Novocaine,20794
The Business of Strangers,31064
The Wild Bunch,576
The Wackness,13990
The First Great Train Robbery,11583
Morvern Callar,18602
Beastmaster 2: Through the Portal of Time,27549
The 5th Quarter,59728
The Flower of Evil,10930
The Greatest,32395
Snow Flower and the Secret Fan,58882
Come Early Morning,7547
Lucky Break,35944
Julia,42222
"Surfer, Dude",13827
Lake of Fire,44260
11:14,9282
Men of War,38940
Don McKay,35689
Deadfall,97614
A Shine of Rainbows,37206
The Hit List,58626
Emma,183894
Videodrome,837
The Spanish Apartment,1555
Song One,244783
Winter in Wartime,16564
Freaky Deaky,168027
The Train,3482
Trade Of Innocents,135595
The Protector,8982
Stiff Upper Lips,89861
Bend It Like Beckham,455
Sunshine State,57022
Crossover,14351
Khiladi 786,147767
[REC]²,10664
Standing Ovation,55567
The Sting,9277
Chariots of Fire,9443
Diary of a Mad Black Woman,16186
Shine,7863
Don Jon,138697
High Plains Drifter,11901
Ghost World,1548
Iris,11889
Galaxina,33155
The Chorus,5528
Mambo Italiano,321
Wonderland,4997
Do the Right Thing,925
Harvard Man,27451
Le Havre,73532
Irreversible,979
R100,193722
Rang De Basanti,7913
Animals,253253
Salvation Boulevard,51995
The Ten,13173
A Room for Romeo Brass,22908
Headhunters,70670
Grabbers,84204
Saint Ralph,25248
Miss Julie,230266
Somewhere in Time,16633
Dum Maaro Dum,63006
Insidious: Chapter 2,91586
Saw II,215
10 Cloverfield Lane,333371
Jackass: The Movie,9012
Lights Out,345911
Paranormal Activity 3,72571
Ouija,242512
A Nightmare on Elm Street 3: Dream Warriors,10072
Instructions Not Included,211954
Paranormal Activity 4,82990
The Robe,29912
The Return of the Pink Panther,11843
Freddy's Dead: The Final Nightmare,11284
Monster,504
"20,000 Leagues Under the Sea",173
Paranormal Activity: The Marked Ones,227348
The Elephant Man,1955
Dallas Buyers Club,152532
The Lazarus Effect,243940
Memento,77
Oculus,157547
Clerks II,2295
Billy Elliot,71
The Way Way Back,147773
House Party 2,16096
The Man from Snowy River,24266
Doug's 1st Movie,16508
The Apostle,2895
Mommie Dearest,15660
Our Idiot Brother,59968
Race,323677
The Players Club,19848
"As Above, So Below",256274
Addicted,235271
Eve's Bayou,45153
Still Alice,284293
The Egyptian,24973
Nighthawks,21610
Friday the 13th Part VIII: Jason Takes Manhattan,10283
My Big Fat Greek Wedding,8346
Spring Breakers,122081
Halloween: The Curse of Michael Myers,10987
Y Tu Mamá También,1391
Shaun of the Dead,747
The Haunting of Molly Hartley,14745
Lone Star,26748
Halloween 4: The Return of Michael Myers,11357
April Fool's Day,24913
Diner,13776
Lone Wolf McQuade,14854
Apollo 18,50357
Sunshine Cleaning,13090
No Escape,192141
The Beastmaster,16441
Solomon and Sheba,29996
Fifty Shades of Black,351819
Not Easily Broken,14834
A Farewell to Arms,22649
The Perfect Match,378200
Digimon: The Movie,20455
Saved!,13193
The Barbarian Invasions,11042
Robin and Marian,10786
The Forsaken,12484
Force 10 from Navarone,17339
UHF,11959
Grandma's Boy,9900
Slums of Beverly Hills,14662
Once Upon a Time in the West,335
Made,15745
Moon,17431
Keeping Up with the Steins,21014
Sea Rex 3D: Journey to a Prehistoric World,78394
The Sweet Hereafter,10217
Of Gods and Men,46332
Bottle Shock,13996
Jekyll and Hyde ... Together Again,3028
Heavenly Creatures,1024
90 Minutes in Heaven,343795
Everything Must Go,45658
Zero Effect,16148
The Machinist,4553
Light Sleeper,36351
Kill the Messenger,245916
Rabbit Hole,27585
Party Monster,1415
Green Room,313922
The Oh in Ohio,14474
Atlas Shrugged Part III: Who is John Galt?,199933
Bottle Rocket,13685
Albino Alligator,8744
"Gandhi, My Father",38428
Standard Operating Procedure,8847
Out of the Blue,39269
Tucker and Dale vs Evil,46838
"Lovely, Still",51384
Tycoon,56930
Desert Blue,41730
Decoys,18442
The Visit,298312
Redacted,11600
Fascination,71547
Area 51,57876
Sleep Tight,77495
The Cottage,13849
Dead Like Me: Life After Death,14849
Farce of the Penguins,12486
Flying By,19615
Rudderless,244403
Henry & Me,292481
Christmas Eve,340816
We Have Your Husband,78814
Dying of the Light,297596
Born Of War,299552
Capricorn One,11935
Should've Been Romeo,113406
Running Forever,447027
Yoga Hosers,290825
Navy Seals vs. Zombies,361159
I Served the King of England,12555
Soul Kitchen,31175
